label,message,message_length,label_encoded,message_clean
ham,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,139,0,we are pleased to inform that your application for airtel broadband is processed successfully. your installation will happen within 3 days.
ham,What happen dear. Why you silent. I am tensed,45,0,what happen dear. why you silent. i am tensed
ham,"I'll get there at 3, unless you guys want me to come some time sooner",69,0,"i'll get there at 3, unless you guys want me to come some time sooner"
ham,If you are not coughing then its nothing,40,0,if you are not coughing then its nothing
ham,Ü come lt 25 n pass to me lar,29,0,ü come lt 25 n pass to me lar
ham,I'm e person who's doing e sms survey...,40,0,i'm e person who's doing e sms survey...
ham,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow,84,0,lol ok ill try to send. be warned sprint is dead slow. you'll prolly get it tomorrow
ham,Thank You meet you monday,25,0,thank you meet you monday
ham,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!,138,0,so is th gower mate which is where i am!?! how r u man? all is good in wales ill b back morrow. c u this wk? who was the msg 4?  random!
spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",152,1,"rock yr chik. get 100's of filthy films &xxx pics on yr phone now. rply filth to 69669. saristar ltd, e14 9yt 08701752560. 450p per 5 days. stop2 cancel"
ham,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like",85,0,"i got like $ &lt;#&gt; , i can get some more later though. get whatever you feel like"
ham,"Dad wanted to talk about the apartment so I got a late start, omw now",69,0,"dad wanted to talk about the apartment so i got a late start, omw now"
ham,I love you both too :-),23,0,i love you both too :-)
ham,Lol u still feeling sick?,25,0,lol u still feeling sick?
ham,Din i tell u jus now 420,24,0,din i tell u jus now 420
ham,am up to my eyes in philosophy,30,0,am up to my eyes in philosophy
spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more,161,1,from next month get upto 50% more calls 4 ur standard network charge 2 activate call 9061100010 c wire3.net 1st4terms pobox84 m26 3uz cost £1.50 min mobcudb more
ham,Ok lor. I'm in town now lei.,28,0,ok lor. i'm in town now lei.
ham,I had it already..sabarish asked me to go..,43,0,i had it already..sabarish asked me to go..
ham,No da. . Vijay going to talk in jaya tv,39,0,no da. . vijay going to talk in jaya tv
spam,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,156,1,urgent! we are trying to contact u todays draw shows that you have won a £800 prize guaranteed. call 09050000460 from land line. claim j89. po box245c2150pm
ham,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!,83,0,lol i know! hey someone did a great inpersonation of flea on the forums. i love it!
spam,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,68,1,text banneduk to 89555 to see! cost 150p textoperator g696ga 18+ xxx
ham,Still chance there. If you search hard you will get it..let have a try :),73,0,still chance there. if you search hard you will get it..let have a try :)
spam,"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck.",130,1,"auction round 4. the highest bid is now £54. next maximum bid is £71. to bid, send bids e. g. 10 (to bid £10) to 83383. good luck."
ham,Do you always celebrate NY's with your family ?,47,0,do you always celebrate ny's with your family ?
ham,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",322,0,"we know taj mahal as symbol of love. but the other lesser known facts 1. mumtaz was shahjahan's 4th wife, out of his 7 wifes. 2. shahjahan killed mumtaz's husband to marry her. 3. mumtaz died in her  &lt;#&gt; th delivery. 4. he then married mumtaz's sister. question arises where the hell is the love?:-| -the great hari-"
ham,Its ok..come to my home it vl nice to meet and v can chat..,59,0,its ok..come to my home it vl nice to meet and v can chat..
spam,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,133,1,collect your valentine's weekend to paris inc flight & hotel + £200 prize guaranteed! text: paris to no: 69101. www.rtf.sphosting.com
ham,Sent me de webadres for geting salary slip,42,0,sent me de webadres for geting salary slip
ham,She's fine. Sends her greetings,31,0,she's fine. sends her greetings
spam,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,144,1,customer loyalty offer:the new nokia6650 mobile from only £10 at txtauction! txt word: start to no: 81151 & get yours now! 4t&ctxt tc 150p/mtmsg
ham,But you dint in touch with me.,30,0,but you dint in touch with me.
ham,"Yup, leaving right now, be back soon",36,0,"yup, leaving right now, be back soon"
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,149,1,you won't believe it but it's true. it's incredible txts! reply g now to learn truly amazing things that will blow your mind. from o2fwd only 18p/txt
ham,Yeah sure I'll leave in a min,29,0,yeah sure i'll leave in a min
ham,And do you have any one that can teach me how to ship cars.,59,0,and do you have any one that can teach me how to ship cars.
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",154,0,"the sign of maturity is not when we start saying big things.. but actually it is, when we start understanding small things... *have a nice evening* bslvyl"
ham,Yeah confirmed for you staying at  that weekend,47,0,yeah confirmed for you staying at  that weekend
ham,They said ü dun haf passport or smth like dat.. Or ü juz send to my email account..  ,85,0,they said ü dun haf passport or smth like dat.. or ü juz send to my email account..  
ham,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",126,0,"multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you."
ham,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",128,0,"have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. have a great morning"
ham,Ard 4 lor...,12,0,ard 4 lor...
ham,You are right. Meanwhile how's project twins comin up,53,0,you are right. meanwhile how's project twins comin up
ham,I sent your maga that money yesterday oh.,41,0,i sent your maga that money yesterday oh.
spam,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,155,1,i am hot n horny and willing i live local to you - text a reply to hear strt back from me 150p per msg netcollex ltdhelpdesk: 02085076972 reply stop to end
ham,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,99,0,our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum,72,0,if you were/are free i can give. otherwise nalla adi entey nattil kittum
ham,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,123,0,i've sent my wife your text. after we buy them she'll tell you what to do. so just relax. we should go get them this wkend.
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,69,0,i am in escape theatre now. . going to watch kavalan in a few minutes
ham,How much would it cost to hire a hitman,39,0,how much would it cost to hire a hitman
ham,I anything lor...,17,0,i anything lor...
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,157,1,do you want a new nokia 3510i colour phone delivered tomorrow? with 200 free minutes to any mobile + 100 free text + free camcorder reply or call 08000930705
ham,Huh but i cant go 2 ur house empty handed right?,48,0,huh but i cant go 2 ur house empty handed right?
ham,Good morning princess! Happy New Year!,38,0,good morning princess! happy new year!
spam,Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,114,1,congratulations you've won. you're a winner in our august £1000 prize draw. call 09066660100 now. prize code 2309.
ham,"Aight, we'll head out in a few",30,0,"aight, we'll head out in a few"
ham,Then wat r u doing now? Busy wif work?,38,0,then wat r u doing now? busy wif work?
ham,I know you mood off today,25,0,i know you mood off today
ham,"Jay told me already, will do",28,0,"jay told me already, will do"
ham,Cps is causing the outages to conserve energy.,46,0,cps is causing the outages to conserve energy.
ham,"I'm not sure, I was just checking out what was happening around the area",72,0,"i'm not sure, i was just checking out what was happening around the area"
ham,Hey morning what you come to ask:-) pa...,41,0,hey morning what you come to ask:-) pa...
ham,Jordan got voted out last nite!,31,0,jordan got voted out last nite!
ham,"That means you got an A in epi, she.s fine. She.s here now.",59,0,"that means you got an a in epi, she.s fine. she.s here now."
ham,I have no idea where you are,28,0,i have no idea where you are
ham,Pls come quick cant bare this.,30,0,pls come quick cant bare this.
ham,"Call me. I m unable to cal. Lets meet bhaskar, and deep",55,0,"call me. i m unable to cal. lets meet bhaskar, and deep"
ham,No. I.ll meet you in the library,32,0,no. i.ll meet you in the library
